Rainmm,WindSpeedkmPerH,TemperatureDegreeCelcius,CloudCoverPercentage,Snowfallcm
0,16,15.4,3,0
0,13.8,14.2,16,0
0,13.9,13.8,7,0
0,14.2,13.3,29,0
0.1,17.1,13.4,47,0
0.1,17.9,13.3,47,0
0,16.1,12.8,36,0
0.1,17.7,12.6,45,0
0.3,16.6,12.4,58,0
0.3,14.8,12.4,100,0
0.2,17.8,13,100,0
0.1,19.1,13.3,100,0
0.3,20.1,13.4,100,0
0.7,19.1,14.3,98,0
0.3,19.4,15.6,97,0
0.4,19.4,17.2,88,0
0.4,18.4,17.9,72,0
0.3,19,18.8,100,0
0,17,18.9,100,0
0.2,16.2,17.4,95,0
0,14.1,17.6,14,0
0.1,15.9,18,48,0
0,11.3,17.4,7,0
0,9.6,16.8,9,0
0,5.2,15.4,26,0
0,5.4,14.1,18,0
0,6.7,13.1,18,0
0,7.3,12.6,14,0
0,7.4,12.3,0,0
0,4.7,12.9,0,0
0,2.3,13,0,0
0,1.1,13.1,0,0
0,1.5,12.4,19,0
0,1.8,12.6,87,0
0,2.2,14.9,98,0
0,2.2,16.6,97,0
0,2.8,17.5,74,0
0,4.8,18.5,84,0
0,5.7,19.5,100,0
0,6.1,20.5,100,0
0,5.6,20.9,100,0
0,4.7,21.6,100,0
0,1.8,21.6,83,0
0,2.5,21.8,100,0
0,3.4,21.1,100,0
0,5.6,20.8,100,0
0,5.7,20.1,100,0
0,3.9,19.5,63,0
0,4,17.3,66,0
0,3.6,15.6,8,0
0,4.1,15,9,0
0,4.3,14.6,15,0
0,5.4,14.2,9,0
0,7.6,14.6,0,0
0,5.9,14.4,0,0
0,6.6,14.4,0,0
0,7.7,14.8,0,0
0,8,15,0,0
0,7.3,17,1,0
0,5.9,19.9,5,0
0,4.4,20.9,78,0
0,5,21.8,86,0
0,6.5,22.6,100,0
0,7.2,22.9,99,0
0,7,22.9,100,0
0,4.8,23.3,100,0
0,4.4,24,100,0
0,5.8,23,100,0
0,7.4,22.9,100,0
0,7.9,23,100,0
0,6.7,22.3,100,0
0,6.8,21.1,100,0
0,6.2,19.6,100,0
0,7.9,19,100,0
0,10.5,18.8,99,0
0,11.3,19.4,96,0
0,10.1,18.7,75,0
0,10.2,18.1,40,0
0,11.2,18,47,0
0,10.6,17.9,93,0
0,9.3,17.5,61,0
0,9.9,17.5,46,0
0,11,19.4,60,0
0,8.8,21.5,55,0
0,10,22.9,100,0
0,9.2,23.6,100,0
0,8.9,24.5,100,0
0,10.6,25,95,0
0,10.8,24.8,64,0
0,11.4,25.4,35,0
0.2,8,25,27,0
0,5.7,25.6,20,0
0,3,25.9,12,0
0,4.8,25.8,14,0
0,5.8,25.2,16,0
0,5.9,23.8,24,0
0,6.4,21.5,7,0
0,9.3,20.3,8,0
0,11.9,20.6,6,0
0,13.3,21,6,0
0,12.1,20.6,8,0
0,11.2,20.4,2,0
0,7.6,19.4,6,0
0,8.4,19.5,36,0
0,9.7,19.8,84,0
0,9.9,20.1,100,0
0,9.9,21.4,100,0
0,9.8,22.5,92,0
0,9,23.7,86,0
0,10.2,24.6,91,0
0,11.3,25.2,31,0
0.5,10.4,24.2,62,0
0,4.7,25.1,39,0
0,6.2,26.5,47,0
3.6,9.4,22.6,100,0
0.1,7.8,21.8,100,0
0.3,4.6,21.9,100,0
0,1.5,21.8,99,0
0,5.1,22.3,82,0
2.3,9.2,20.3,99,0
4.7,5.8,17.6,100,0
0.3,7.6,17.9,100,0
0,6.2,17.9,72,0
0,9.4,17.6,54,0
0.1,10,17,100,0
0,13.2,16.8,100,0
0.1,16.6,16.2,94,0
0.1,15.3,15.9,100,0
0.1,15.5,15.4,100,0
0.1,16.4,15.1,91,0
0.1,15.2,14.8,87,0
0.1,16.3,15.2,98,0
0.1,17.4,15.6,76,0
0.1,18,16.1,73,0
0,18.4,17,25,0
0,19.8,18,36,0
0,18.8,18.5,67,0
0,18.3,18.8,44,0
0,18.7,20,24,0
0,19.9,20.6,49,0
0,19.5,19.9,96,0
0,16.9,18.8,66,0
0,15.3,18.5,57,0
0,10.2,18,62,0
0,4.9,16.5,14,0
0,8.2,15.1,30,0
0,7.1,15.9,47,0
0,4.8,17.2,88,0
0,6,17,16,0
0,5.4,14.9,27,0
0,6.6,14.6,100,0
0,6.6,16,69,0
0,7.2,14.9,38,0
0,9.7,15,30,0
0,10,16.1,16,0
0,12.3,17.4,10,0
0,12.4,18.1,1,0
0,13.9,19.1,11,0
0.2,18.7,20,36,0
0.2,18.6,20.3,15,0
0.1,18.8,20.9,57,0
0.2,21.5,21.1,87,0
5.4,13.6,16.9,96,0
3.4,4.1,16.9,100,0
0.8,6.5,16.1,48,0
0.1,10.7,17.4,49,0
0.2,16.6,16.9,95,0
0.4,13.8,16.4,71,0
0.3,11.8,15.2,95,0
0.2,12.6,14.9,95,0
0.1,12.3,14.2,100,0
0,9.7,14.1,100,0
0.2,12.9,13.8,100,0
0.4,12.4,13.7,96,0
0,10.3,13.4,100,0
0,12,13.1,100,0
0,13.7,13,100,0
0.1,14,12.6,100,0
0,13,12.5,100,0
0.1,11.8,12.9,100,0
0.3,13.1,13.1,100,0
0.5,14.1,13.8,100,0
0.4,14.2,14.4,86,0
0.3,14.4,15.7,96,0
0.2,14.8,16.6,37,0
0.4,15.3,17.4,41,0
0.1,18.6,17.8,43,0
0.1,18.2,17.8,27,0
0.1,17.6,17.7,55,0
0.1,16.4,17.1,43,0
0,14.3,17,18,0
0,10.7,16.4,23,0
0,8.7,15.1,31,0
0,6.3,13.4,13,0
0,6.2,12.9,8,0
0,7.2,12.6,3,0
0,5.6,11.6,1,0
0,5.2,10.4,2,0
0,3,10.4,0,0
0,2.1,10.8,0,0
0,5.7,9.6,0,0
0,5.1,10.6,0,0
0,3.3,12.4,0,0
0,5.1,13.9,0,0
0,9,14.6,14,0
0,8.7,15.4,96,0
0,10.5,16.5,99,0
0,8.4,17.5,49,0
0,10.5,18.1,68,0
0,9.7,19,100,0
0,9.4,19.5,99,0
0,7.7,19.8,100,0
0,8.3,20,100,0
0,8.7,19.8,100,0
0,6.5,19.2,96,0
0,7.3,18.5,100,0
0,7.6,17,100,0
0,5.5,16,99,0
0,5.9,15.1,89,0
0,7.4,15.7,96,0
0,9.7,15.9,98,0
0,11.7,16.4,100,0
0,8.1,14.9,100,0
0,8.5,15.8,91,0
0,7.9,15.9,100,0
0,9.7,16.6,100,0
0,11.8,16.6,100,0
0.3,12.2,15.7,100,0
0.6,12.3,15.6,100,0
0.9,12.7,15.6,100,0
0.3,14.4,16.3,100,0
0.2,16.2,17,100,0
0.2,18.2,17.1,100,0
0.4,19.9,18.9,100,0
0.2,19.2,18.5,100,0
0.2,17.2,18.8,40,0
0.1,15.8,20,66,0
0.1,14.8,20.1,64,0
0.5,13.2,19.5,60,0
0.2,9.7,18.7,99,0
0.1,6.4,17.5,100,0
0,6.1,16.1,100,0
0,6.4,16,100,0
0,4.8,17.3,100,0
0,3.7,17.5,100,0
0.1,2.4,16.6,100,0
1.2,6.5,16,100,0
3.5,6.1,15.6,100,0
4.2,6.4,15.6,100,0
2.5,6.8,15.6,100,0
1.7,6.2,15.5,100,0
0.4,5.5,15.8,100,0
0.1,5.2,16.9,100,0
0.2,9.3,18.1,90,0
0.2,9.3,18.8,100,0
0.1,10.2,19.6,100,0
0,7.1,20.2,100,0
0,6.2,20.5,100,0
1,3.9,19.4,100,0
0.1,2.2,20.8,100,0
0.1,3.1,20,100,0
0.1,3.3,19.6,100,0
0.6,7.4,18.5,100,0
1.3,6.7,17.3,100,0
2.2,5.8,17,100,0
5,5.2,16.5,100,0
6.4,7.3,16.2,100,0
1.6,11.1,15.9,100,0
0.6,9.4,15.8,100,0
0.1,10,15.6,100,0
0.8,10.5,14.9,100,0
0.4,12.2,14.6,100,0
0,9.1,14.1,100,0
1.3,17.1,13.4,99,0
0.2,10.7,13.4,97,0
0.3,15.1,13.4,100,0
0.6,13.3,12.6,100,0
0.2,11.8,14.1,99,0
0.1,14.3,15.4,56,0
0.2,15,17,16,0
0.1,16.6,18.1,15,0
0.1,18,18.7,21,0
0.1,17.4,18.9,14,0
0,17.1,19.3,18,0
0,17.7,19.4,44,0
0,17.3,18.5,43,0
0,13.8,17.6,26,0
0,10.5,16.5,22,0
0,7.9,15.2,9,0
0,6.8,14.2,85,0
0,7,13.7,11,0
0,9.1,13.6,0,0
0,8.9,13,37,0
0,6.9,12.2,0,0
0,5.2,11.2,0,0
0,4.8,10.4,1,0
0,4.7,10.1,0,0
0,4.8,9.9,0,0
0,3.6,12.9,0,0
0,4,14.9,11,0
0,5.1,15.9,0,0
0,4.7,16.9,0,0
0,3.7,17.8,0,0
0,3.3,18.7,4,0
0,3.7,19.7,0,0
0,5.2,20.3,14,0
0,4.7,20.8,15,0
0,3.7,21,3,0
0,4,21,2,0
0,2.9,20.8,2,0
0,2.5,20.4,5,0
0,2.6,19,0,0
0,4.9,15.9,0,0
0,8.1,14.7,0,0
0,11.1,14.8,0,0
0,11.3,14.9,0,0
0,13.5,14.9,0,0
0,15.2,15,0,0
0,15,15.1,0,0
0,14.7,15.2,0,0
0,14.4,15.4,0,0
0,13.8,15.4,10,0
0,14.3,16.2,0,0
0,13.9,17.8,0,0
0,12.6,19.3,17,0
0,13.3,20.1,37,0
0,12,21,4,0
0,9.9,22.1,17,0
0,9.7,22.9,21,0
0,9.7,23.5,17,0
0,9.4,24.2,39,0
0,7.6,24.6,8,0
0,7.3,24.8,20,0
0,6.2,24.5,74,0
0,4.9,24.1,6,0
0,2.9,23,2,0
0,4.7,20.5,7,0
0,5.4,19.4,25,0
0,6.6,18.5,30,0
0,6.8,18.3,8,0
0,5,17.5,0,0
0,5.7,16.9,0,0
0,7.1,17.6,3,0
0,7.6,16.6,10,0
0,4,19.5,2,0
0,1.9,21.1,14,0
0,3.8,19.7,100,0
0,1.9,21.8,99,0
0,2.5,22.5,100,0
0,4.1,23.3,100,0
0,5.2,24,100,0
0,6.2,24.4,100,0
0,6.1,24.8,99,0
0,7.4,24.9,100,0
0.1,8.5,24.5,100,0
0,11.3,23,100,0
0,11.2,22,100,0
0,8.3,22.1,100,0
0,6.6,21.5,100,0
0,5.2,20.2,100,0
0,3.8,19.4,100,0
0,4.1,18.6,100,0
0,3.5,17.9,100,0
0,4.7,17.5,100,0
0,5.6,17.3,98,0
0,5.1,16.9,78,0
0,3.1,19.2,15,0
0,3,17.9,2,0
0,2.5,17.2,18,0
0,5.1,16,8,0
0,3.1,18.4,59,0
0,3.5,20,51,0
0,3.1,21,16,0
0,4.7,22,38,0
0,4.3,22.8,42,0
0,5.8,23.5,77,0
0.1,6.2,23.5,90,0
0.1,5.6,23.9,89,0
0.5,2.3,24.2,100,0
0.1,5.2,23.5,99,0
0.2,6.8,23.7,100,0
1.9,8.8,22,100,0
1.8,5,20.3,100,0
0.3,6.4,19.8,100,0
0.6,10.4,18.5,100,0
2.2,5.7,18,100,0
3.3,6.6,17.7,100,0
2.8,13.1,17.3,100,0
3.1,13.9,16.6,100,0
2.1,17.2,16.1,100,0
2.2,14.1,16.4,100,0
1.1,16.3,16,100,0
0.5,14.9,15.6,100,0
0.4,11.7,15.2,100,0
0.6,13.2,14.9,100,0
0.7,14.1,14.6,100,0
0.2,13.4,14.6,100,0
0.1,14.8,15.1,100,0
0,12.2,16,100,0
0,11.7,17.5,79,0
0,10.1,18.9,81,0
0,9.8,19.5,100,0
0.1,7.4,19.6,65,0
0.1,7.5,20.1,70,0
0,8.3,20,34,0
0,7.9,19.9,29,0
0.7,7.2,18.9,36,0
0,4.3,18.3,19,0
0,4.7,16.1,36,0
0,4.7,15.1,26,0
0,2.5,14.5,7,0
0,1.8,13.9,8,0
0,3.2,13.6,2,0
0,3.2,14.8,3,0
0,1.4,13.6,0,0
0,2.7,16.1,0,0
0,4.7,15.8,0,0
0,2,15.2,0,0
0,1.6,15.4,0,0
0,2.1,17.5,0,0
0,3.2,18,29,0
0,3.1,19,32,0
0,6.5,20,83,0
0,7.3,20.9,100,0
0,9.1,21.5,83,0
0,8.2,22.1,8,0
0,9,22.5,58,0
0,8.2,22.5,10,0
0,9.3,22.7,54,0
0.1,7.9,22.3,100,0
0.1,6.5,20.9,100,0
0,3.5,20,100,0
0,6.9,18.8,99,0
0,8.5,17.5,99,0
0,6.5,16.4,99,0
0,5.5,16,100,0
0,4.1,15.5,100,0
0,3.4,15.3,100,0
0.1,7.1,15.2,100,0
0.1,7.9,15.1,100,0
0.1,10.2,14.9,100,0
0.1,9.6,14.6,100,0
0.4,12.2,14.6,100,0
0.1,14.6,14.9,100,0
0.2,15.4,15.2,65,0
0.1,15.1,16.4,100,0
0.1,17.5,17.5,100,0
3.6,15.1,16.1,100,0
0.2,16.8,17.9,100,0
0.1,20.1,18.6,100,0
0.1,17.3,16.9,100,0
0.1,19.1,18.1,100,0
0,19.1,17.6,100,0
0,18.2,17,100,0
0,18.2,15.6,100,0
0,13.8,15.1,57,0
0,11,14.6,26,0
0,5.7,13.2,9,0
0,6.1,12.4,32,0
0,7.1,12.5,100,0
0,7.1,12.4,100,0
0,5.4,11.5,100,0
0,5.9,11.7,24,0
0,5.5,11.1,7,0
0,6.3,10.9,7,0
0,1.8,12.8,33,0
0,1.5,12.8,29,0
0,2.4,14.1,90,0
0,4.5,14.8,95,0
0,6,15.1,100,0
0,6.6,14.9,99,0
0,6.5,16,88,0
0,7.7,17.2,51,0
0,7.6,18.4,58,0
0,7.1,18.9,78,0
0,7.2,19.4,98,0
0,7,19.5,58,0
0,5.7,19.4,42,0
0,5.1,19.2,48,0
0,4.1,18,27,0
0,5.7,15.7,5,0
0,3.9,14.4,4,0
0,6.6,13.9,2,0
0,8.2,14,2,0
0,10.1,14.6,0,0
0,11.2,15.1,0,0
0,10.2,14.9,0,0
0,11.2,15,0,0
0,12,15,0,0
0,11.5,15.1,0,0
0,11.5,15.9,0,0
0,10.9,17.4,0,0
0,10,18.6,0,0
0,10.1,19.7,0,0
0,9.6,20.5,0,0
0,8.9,21.4,0,0
0,9,22.1,1,0
0,9.3,22.7,2,0
0,9.2,23.3,2,0
0,9.4,23.3,2,0
0,8.7,23.4,1,0
0,8.3,23.1,0,0
0,6.5,22.5,0,0
0,4.5,20.9,1,0
0,6.9,17.9,41,0
0,7.6,17.8,74,0
0,9,18,71,0
0,9.2,18.4,53,0
0,10.5,18.7,41,0
0,11.8,18.4,38,0
0,10.2,18,1,0
0,10.2,17.9,18,0
0,8.9,17.7,4,0
0,8.2,17.5,0,0
0,8.2,18.5,0,0
0,8.9,20.4,83,0
0,8.6,21.3,25,0
0,9.8,22.2,51,0
0,10.4,22.9,100,0
0.3,12.3,23.2,83,0
0.3,11.3,23.5,94,0
0.2,11.3,23.6,41,0
0,12.2,24.1,100,0
1.4,11.8,23,99,0
0.9,9.6,18.5,100,0
0,7.1,18.7,100,0
0,4,18.4,99,0
0.2,7.6,17.4,100,0
0,5.1,16.8,39,0
0,4.9,15.6,92,0
0.1,10.1,16,98,0
0.1,10,15.3,41,0
0,9.4,14.5,45,0
0,10.4,14.1,100,0
0,9.6,14.8,100,0
0,8.3,14.4,100,0
0,5.8,14.2,100,0
0,3.9,14.4,100,0
0,4.4,14.9,100,0
0,2.2,15.7,100,0
0,4.8,15.6,100,0
0.3,8.9,15.6,100,0
0.4,7,15.4,99,0
0,12.1,16.5,100,0
0.1,11.2,16.5,93,0
0,11.3,17.4,10,0
0.3,11.5,18.9,27,0
0.2,12.4,19,33,0
0,13.2,19.2,72,0
0,11.8,18.6,87,0
0,9.1,18.1,2,0
0,4.9,17.1,4,0
0,7.9,15.2,2,0
0,4.2,17,0,0
0,4.7,17.1,99,0
0,8.4,13.4,93,0
0,7.3,13.2,100,0
0,7.9,14.2,100,0
0,9.3,13.6,100,0
0,11.6,13.4,100,0
0,10.7,13.3,98,0
0,12.7,13.9,99,0
0,15.1,14.9,100,0
0,14.8,15.4,100,0
0,15.2,16.1,100,0
0.1,16.3,16,100,0
0,16.3,17.6,100,0
0,18.2,19.1,100,0
0.1,19.3,19.6,100,0
0.1,23.8,20.5,100,0
0.3,25.9,20.5,100,0
0.4,22.3,19.6,100,0
1,17.9,18.8,100,0
1.1,19,17.8,100,0
0.7,17.6,17.4,100,0
1.4,17.6,17,100,0
0.1,16,16.8,84,0
0.1,13.9,16,92,0
0.1,12.4,15.8,100,0
0.2,12.2,15.7,96,0
0.2,10.1,15.4,95,0
0.2,9.7,15.1,95,0
0,3.3,15.4,100,0
0,2.4,14.4,99,0
0,4.2,14,96,0
0,5.7,14.1,97,0
0,7.7,15.3,98,0
0.2,11,16.1,100,0
0.3,14.9,15.9,100,0
0.1,15.6,17.2,45,0
0,17.9,18.4,29,0
0,17,19.2,51,0
0,17.1,20,36,0
0,15.9,20.3,11,0
0,16.6,21.1,58,0
0,18.5,21.4,71,0
0,16.7,21.3,19,0
0,16.1,21.2,5,0
0,14.8,20.2,7,0
0,10,18.7,18,0
0,7.8,17.2,12,0
0,8.7,16.9,16,0
0,9.3,16.9,85,0
0,9.8,17,99,0
0,5.9,16.9,88,0
0,5.5,16,100,0
0,5.5,17.8,100,0
0,6.8,15,72,0
0,6.5,15.8,49,0
0,6.1,15.3,86,0
0,4.2,15.9,54,0
0,1.1,17.2,13,0
0,6.2,18.2,24,0
0,9.1,18.9,8,0
0,10.6,19.7,14,0
0,11,20.5,28,0
0,10.2,20.8,16,0
0,9.5,21.5,16,0
0,8.2,22,46,0
0,7.9,22.1,27,0
0,7.7,21.9,1,0
0,8,21.5,0,0
0,9.8,20.5,1,0
0,9.2,18.8,0,0
0,8.2,17,0,0
0,8.2,16.5,0,0
0,7.9,15.8,0,0
0,8,15.1,0,0
0,6.8,14.5,0,0
0,6.5,14.2,0,0
0,4.7,13.6,0,0
0,6.2,13.6,0,0
0,7.1,13.8,0,0
0,7.8,14.1,11,0
0,9.8,15.7,1,0
0,10.3,18.5,31,0
0,8.2,20.5,20,0
0,7.7,21.8,32,0
0,8.3,22.6,97,0
0,9.1,23.4,99,0
0,9.4,24.1,97,0
0,9,24.9,86,0
0,8.8,25.5,49,0
0,8.4,25.8,53,0
0,9.1,25.8,8,0
0,8.3,25.4,4,0
0,7.6,24.6,54,0
0,5.4,22.8,72,0
0,8.5,21.1,88,0
0,11.5,21,96,0
0,13.7,21,100,0
0,15.1,20.9,93,0
0,16.6,21,4,0
0,17.1,20.9,2,0
0,17.6,20.9,0,0
0,16.3,20.9,0,0
0,15,20.8,0,0
0,16.8,20.6,0,0
0,15.5,21,60,0
0,15.3,22.5,83,0
0,14.8,23.5,6,0
0,14.7,24.5,14,0
0,12.1,25.9,22,0
0,9.5,26.9,3,0
0,8.7,27.9,11,0
0,8,28.4,17,0
0,9.8,29.5,95,0
0,7.6,29,100,0
0,5.5,28.1,99,0
0,6.4,26.7,98,0
0,3.3,26.2,98,0
0,4.3,24.5,100,0
0,7,22.6,2,0
0,10.5,22.7,64,0
0,12.4,23,99,0
0,12,22.5,97,0
0,14.2,22.3,7,0
0,13.8,22.2,83,0
0.1,20.5,20.5,98,0
0,7.9,18.9,100,0
0,5.2,19.4,100,0
0,3.9,20,22,0
0,1.9,20.6,94,0
7.3,4.8,19.2,100,0
2,6.5,19.6,100,0
1.3,10.3,20.6,100,0
0.1,4.2,21.2,92,0
0,6,23.6,100,0
0,8.8,24.1,100,0
0,11.9,25.1,100,0
0,2.3,24.4,100,0
0,7.3,24.7,100,0
0.4,5.8,24.4,90,0
0,4,24.1,26,0
0,3.1,23.6,88,0
0,1.6,22.6,100,0
1.1,9,21,95,0
0,4.9,19.5,23,0
0,3.7,18.1,49,0
0,3.9,18.6,50,0
0,5.2,16.6,58,0
0,4.3,16.8,92,0
0,3.6,18.2,99,0
0,3.7,17.8,93,0
0,4.8,16.2,98,0
0,6.2,17,100,0
0.1,9.3,17.1,100,0
0.2,8.9,17.1,100,0
0.2,10.6,17.1,100,0
0.3,12.9,17.3,100,0
0.3,14.5,18.1,89,0
0.3,14.7,19.5,79,0
0.1,13.9,21,28,0
0,13.5,21.9,3,0
0,15.8,22.2,19,0
0,15.3,22.8,24,0
0,16.1,23,62,0
0,14.1,22.5,72,0
0,11.9,21.5,17,0
0,6.8,20.1,5,0
0,8.1,17.5,1,0
0,4.8,19.6,2,0
0,6.2,16.4,2,0
0,6.3,16.9,21,0
0,7,16.9,3,0
0,8.8,17.5,37,0
0,9.3,17.5,31,0
0,7.3,17,19,0
0,5.7,16.2,16,0
0,5.6,15.8,13,0
0,7.5,16.5,34,0
0,9.5,18.2,30,0
0,12.1,19,27,0
0,15.5,20,33,0
0,17.3,20.9,15,0
0,17.7,21.8,8,0
0,16.8,22.5,3,0
0,16.8,23.8,25,0
0,14.4,23.5,56,0
0,15.7,23.9,77,0
0,13,23.3,91,0
0,12.3,23,86,0
0,8.4,21.1,100,0
0,5,19.9,20,0
0,6.2,17.8,18,0
0,4.7,19.2,57,0
0,7.7,17.8,70,0
0,5.7,18.4,16,0
0,6.4,16.8,39,0
0,4.3,18.2,100,0
0.8,4.8,18,61,0
0,5.7,16.9,90,0
0,2.3,17.5,88,0
0,4.5,16.1,99,0
0,2.9,17.2,100,0
0.1,5.2,18.3,100,0
0.2,11,17.3,97,0
0,10.7,18.7,100,0
0.1,15,19.8,94,0
0.4,15.5,20.5,54,0
0.1,14.3,21.8,100,0
1.7,11.5,17.7,93,0
0.4,9.4,19.6,76,0
0.2,11.4,20.4,100,0
0,12.3,20.5,93,0
0.1,11.5,19.9,60,0
0,11.1,19.1,59,0
0,11.2,17.9,81,0
0,11.6,17.1,99,0
0,9.6,16.6,100,0
0,8.4,16.5,100,0
0,6,16.4,97,0
0.3,6.2,16.3,100,0
0.1,2.7,16.1,100,0
0,4,14.9,98,0
0,3.3,15.1,100,0
0,2.2,15.9,100,0
0,4,15.4,100,0
0.5,4.2,16,100,0
2.1,1.1,16.4,100,0
0.6,2.9,16.9,100,0
0.5,4.5,17.3,100,0
0.4,7.2,17.8,100,0
0.3,5.4,18.5,100,0
0.1,2.9,18.5,100,0
0.1,2.8,18.9,100,0
0.1,13.3,17.1,100,0
0.1,14.2,16.3,100,0
0,14.8,16.2,100,0
0.1,15.5,15.6,100,0
0.3,16.6,15,100,0
0.1,16.6,14.4,100,0
0,16.2,13.9,100,0
0,15.7,13.6,100,0
0,15.3,13.4,100,0
0,13.7,13.4,95,0
0,12.3,13.1,83,0
0,11.4,12.9,86,0
0,10.4,12.6,100,0
0,9.8,12.4,98,0
0,7.1,11.8,29,0
0,6.8,11.3,39,0
0,7.1,11.9,100,0
0,6.6,13.4,64,0
0,7.6,14.6,23,0
0,9.2,15.4,44,0
0.1,9.9,16.4,99,0
0.1,10.5,16.5,84,0
0.1,9.2,17.3,100,0
0.1,8.4,17.2,100,0
0,6.7,18,97,0
0,6.3,17.9,77,0
0,5.2,18.5,81,0
0,4.4,18.1,71,0
0,3.9,17.8,100,0
0,3.2,16.5,61,0
0,3.4,15.7,35,0
0,3.1,13.4,4,0
0,3.5,12.8,3,0
0,6.6,12.9,3,0
0,10.9,13.7,0,0
0,14.1,14.1,0,0
0,14.1,13.6,32,0
0,14.4,13.9,8,0
0,14,13.9,0,0
0,14,13.8,0,0
0,13.6,14.1,0,0
0,13.5,15.7,0,0
0,13.9,17.1,0,0
0,13.8,18.2,0,0
0,12.6,19.2,0,0
0,11.9,20.2,76,0
0,12.6,21.1,100,0
0,14.1,22.2,100,0
0,14.8,22,100,0
0,14.1,21.1,100,0
0,13.4,21,100,0
0,12.3,20.6,48,0
0,11,20.5,28,0
0,7.2,19,50,0
0,10.4,18.5,18,0
0,10.8,17.9,71,0
0,11.5,17.4,68,0
0,12.2,17.1,81,0
0.1,13.2,17,52,0
0.2,14.8,15.8,62,0
0,14,15.6,43,0
0.4,14.1,15.1,99,0
0.5,16.9,14.6,100,0
2.4,20.7,14.4,100,0
1.3,21,13.2,100,0
0.1,18,12.9,74,0
0.1,19.4,13.4,16,0
0.1,20.2,14.2,21,0
0,21,15.1,22,0
0.1,23,15.9,22,0
0,24.9,16.5,30,0
0,26,16.8,34,0
0,24.9,16.8,27,0
0,26.3,16.5,88,0
0,22.3,15.8,62,0
0,21.2,15.6,43,0
0,19.5,15.1,94,0
0,13.9,14,85,0
0,13,13,99,0
0,11.6,12.3,100,0
0,9.2,11.9,100,0
0,8.2,11.4,100,0
0,8.8,11.6,100,0
0,6,11,100,0
0,5,11,100,0
0,5.8,10.6,100,0
0,7.6,10.8,100,0
0,9.7,10.8,100,0
0,11.2,11,100,0
0,13.7,11.8,100,0
0,14.8,12.9,99,0
0,17.4,14.6,34,0
0,19.5,15.9,43,0
0,19.3,16.9,56,0
0,18.6,17.6,34,0
0,21.2,19.5,99,0
0,20.2,19.4,68,0
0,18.7,19.6,62,0
0,17.4,20,43,0
0,18.6,19.9,78,0
0,17,18.1,4,0
0,15.7,17,14,0
0,16.7,16.4,41,0
0,15.8,16,76,0
0,15.5,15.6,99,0
0,15.1,15.5,1,0
0,14.4,14.8,49,0
0,14.4,14.5,100,0
0,14.4,14.4,100,0
0,15.5,14.1,100,0
0,16.9,14,100,0
0,17.7,13.6,27,0
0,18.8,13.8,66,0
0,18.7,14.9,100,0
0,20.2,16.1,51,0
0,22.3,17.7,99,0
0,23.7,19.4,87,0
0,26,20.8,78,0
0,27.7,22,87,0
0,29.2,22.6,60,0
0,29,23.4,97,0
0,28,22.9,39,0
0,25.7,23,97,0
0,25.4,23.3,100,0
0,18,22,96,0
0,15.8,20.7,96,0
0,15.5,19.6,99,0
0.1,13.4,18.3,100,0
0.1,12.7,18,100,0
0,12.2,17.9,44,0
0,8.7,16.9,22,0
0,7.9,16.6,82,0
0,11.5,16.4,18,0
0,13.4,16.2,5,0
0,14.6,15.9,28,0
0,13.4,15.8,34,0
0,14.1,16.1,31,0
0,15.6,17.4,26,0
0,18.5,18.4,19,0
0,20.4,19.9,1,0
0,21.8,21.5,0,0
0,23,22.7,0,0
0,23.9,23.9,1,0
0,23.3,25,0,0
0,24.2,25.8,0,0
0,24.6,26.6,0,0
0,24.2,26.9,0,0
0,22.7,26.6,1,0
0,21.5,25.6,0,0
0,21.4,24.9,16,0
0,22.4,24.5,7,0
0,20.3,23.9,1,0
0,22,23.5,6,0
5.8,4.6,18.5,23,0
0,10.7,18.7,8,0
0,19.2,18.5,100,0
0.5,11.2,17.4,100,0
0.1,19.6,16.8,100,0
0.2,18.7,15.4,99,0
0.1,21.1,14.4,99,0
0.2,21.1,13.2,100,0
0.2,19.4,12.8,100,0
0.2,21.7,13,100,0
0.2,18.8,13.3,95,0
0.1,20.2,14.8,30,0
0.2,19.8,15.8,76,0
0.1,18.8,16.5,68,0
0.1,17.3,16.8,56,0
0,16.6,17.4,86,0
0,15.8,17.1,69,0
0,14.2,17,30,0
0,12.5,17,81,0
0,9.5,16.2,18,0
0,5.4,14.2,7,0
0,7.4,13.5,22,0
0,7.9,12.9,16,0
0,8.6,11.8,0,0
0,4.8,14,0,0
0,1.8,13.4,0,0
0,1.5,12.5,0,0
0,6.6,10.4,0,0
0,8.4,9.3,3,0
0,8.7,9.4,8,0
0,9,10.1,0,0
0,7.6,11.5,0,0
0,4.8,14.1,0,0
0,6.5,15.1,0,0
0,8,15.9,0,0
0,9.2,16.8,0,0
0,10,17.5,30,0
0,10.2,18.5,70,0
0,10,19.1,56,0
0,10.9,18.4,45,0
0,9.9,19.1,91,0
0,8.9,18.8,61,0
0,6.8,18.5,42,0
0,6.2,17.6,26,0
0,7.1,14.6,2,0
0,8,13,0,0
0,6.9,12.9,0,0
0,6.9,12.6,0,0
0,6.4,12.6,0,0
0,6.5,12.2,0,0
0,6.8,12,0,0
0,4,9.8,0,0
0,3.6,9.7,4,0
